Year-Month,Value
2000-10,0.26
2000-11,0.3
2000-12,0.28
2001-01,0.46
2001-02,0.44
2001-03,0.56
2001-04,0.5
2001-05,0.58
2001-06,0.52
2001-07,0.59
2001-08,0.49
2001-09,0.52
2001-10,0.5
2001-11,0.72
2001-12,0.56
2002-01,0.77
2002-02,0.79
2002-03,0.88
2002-04,0.58
2002-05,0.65
2002-06,0.53
2002-07,0.61
2002-08,0.53
2002-09,0.63
2002-10,0.54
2002-11,0.59
2002-12,0.44
2003-01,0.75
2003-02,0.59
2003-03,0.6
2003-04,0.55
2003-05,0.61
2003-06,0.48
2003-07,0.58
2003-08,0.65
2003-09,0.62
2003-10,0.73
2003-11,0.53
2003-12,0.75
2004-01,0.58
2004-02,0.73
2004-03,0.63
2004-04,0.61
2004-05,0.37
2004-06,0.44
2004-07,0.26
2004-08,0.46
2004-09,0.5
2004-10,0.61
2004-11,0.72
2004-12,0.51
2005-01,0.74
2005-02,0.6
2005-03,0.74
2005-04,0.67
2005-05,0.63
2005-06,0.64
2005-07,0.62
2005-08,0.6
2005-09,0.71
2005-10,0.75
2005-11,0.74
2005-12,0.68
2006-01,0.56
2006-02,0.73
2006-03,0.63
2006-04,0.47
2006-05,0.48
2006-06,0.66
2006-07,0.54
2006-08,0.71
2006-09,0.65
2006-10,0.7
2006-11,0.74
2006-12,0.79
2007-01,1.02
2007-02,0.7
2007-03,0.73
2007-04,0.76
2007-05,0.69
2007-06,0.61
2007-07,0.6
2007-08,0.6
2007-09,0.6
2007-10,0.59
2007-11,0.59
2007-12,0.5
2008-01,0.3
2008-02,0.38
2008-03,0.75
2008-04,0.54
2008-05,0.49
2008-06,0.49
2008-07,0.6
2008-08,0.46
2008-09,0.61
2008-10,0.67
2008-11,0.69
2008-12,0.54
2009-01,0.65
2009-02,0.53
2009-03,0.54
2009-04,0.61
2009-05,0.65
2009-06,0.64
2009-07,0.74
2009-08,0.68
2009-09,0.72
2009-10,0.65
2009-11,0.79
2009-12,0.68
2010-01,0.75
2010-02,0.83
2010-03,0.92
2010-04,0.85
2010-05,0.76
2010-06,0.68
2010-07,0.63
2010-08,0.67
2010-09,0.63
2010-10,0.71
2010-11,0.82
2010-12,0.45
2011-01,0.52
2011-02,0.48
2011-03,0.66
2011-04,0.65
2011-05,0.53
2011-06,0.63
2011-07,0.71
2011-08,0.74
2011-09,0.57
2011-10,0.66
2011-11,0.59
2011-12,0.61
2012-01,0.49
2012-02,0.49
2012-03,0.58
2012-04,0.73
2012-05,0.78
2012-06,0.65
2012-07,0.59
2012-08,0.65
2012-09,0.72
2012-10,0.79
2012-11,0.79
2012-12,0.53
2013-01,0.71
2013-02,0.62
2013-03,0.67
2013-04,0.54
2013-05,0.61
2013-06,0.69
2013-07,0.6
2013-08,0.69
2013-09,0.77
2013-10,0.69
2013-11,0.83
2013-12,0.7
2014-01,0.76
2014-02,0.55
2014-03,0.78
2014-04,0.8
2014-05,0.86
2014-06,0.67
2014-07,0.58
2014-08,0.83
2014-09,0.87
2014-10,0.81
2014-11,0.67
2014-12,0.78
2015-01,0.86
2015-02,0.9
2015-03,0.96
2015-04,0.76
2015-05,0.8
2015-06,0.81
2015-07,0.72
2015-08,0.8
2015-09,0.85
2015-10,1.09
2015-11,1.06
2015-12,1.16
2016-01,1.17
2016-02,1.37
2016-03,1.36
2016-04,1.1
2016-05,0.95
2016-06,0.8
2016-07,0.84
2016-08,1.02
2016-09,0.9
2016-10,0.89
2016-11,0.92
2016-12,0.86
2017-01,1.02
2017-02,1.14
2017-03,1.16
2017-04,0.94
2017-05,0.91
2017-06,0.71
2017-07,0.81
2017-08,0.87
2017-09,0.76
2017-10,0.9
2017-11,0.88
2017-12,0.93
2018-01,0.82
2018-02,0.85
2018-03,0.88
2018-04,0.89
2018-05,0.82
2018-06,0.77
2018-07,0.82
2018-08,0.76
2018-09,0.8
2018-10,1.02
2018-11,0.82
2018-12,0.91
2019-01,0.93
2019-02,0.95
2019-03,1.17
2019-04,1.01
2019-05,0.85
2019-06,0.91
2019-07,0.94
2019-08,0.95
2019-09,0.93
2019-10,1.01
2019-11,0.99
2019-12,1.09
2020-01,1.17
2020-02,1.24
2020-03,1.17
2020-04,1.13
2020-05,1.02
2020-06,0.92
2020-07,0.9
2020-08,0.88
2020-09,0.98
2020-10,0.89
2020-11,1.1
2020-12,0.81
2021-01,0.81
2021-02,0.64
2021-03,0.89
2021-04,0.76
2021-05,0.78
2021-06,0.84
2021-07,0.91
2021-08,0.82
2021-09,0.92
2021-10,1.0
2021-11,0.93
2021-12,0.85
2022-01,0.91
2022-02,0.89
2022-03,1.05
2022-04,0.84
2022-05,0.84
2022-06,0.92
2022-07,0.93
2022-08,0.95
2022-09,0.89
2022-10,0.97
2022-11,0.72
2022-12,0.79
